DistrictCode,StateName,DistrictName,Population,Male,Female,Literate,LiterateMale,LiterateFemale,Worker,WorkerMale,WorkerFemale,MainWorker,MarginWorker,NonWorker,CultivatorWorker,AgriculturalWorker,HouseholdWorker,OtherWorkers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,OthersReligion,ReligionNotStated,LPGoPNGHousehold,HousholdsWithElectricLighting,HouseholdsWithInternet,HouseholdsWithComputer,Household,RuralHousehold,UrbanHousehold,BelowPrimaryEducation,PrimaryEducation,MiddleEducation,SecondaryEducation,HigherEducation,GraduateEducation,OtherEducation,Literate,Illiterate,AgeGroup0_29,AgeGroup30_49,AgeGroup_50,AgeNotStated,HouseholdWithBicycle,HouseholdWith4Wheeler,HouseholdWith2Wheeler,OwnedHousehold,RentedHousehold
470,GUJARAT,Patan,1343734,694397,649337,837913,494631,343282,554830,383074,171756,446240,108590,788904,136590,227080,6392,184768,1194745,142797,916,337,66,3602,66,1205,66310,223424,2231,12870,404138,301483,102655,168990,364667,78731,129584,57494,46355,11111,856932,452891,786357,341381,213465,2531,66270,7802,41235,245138,19197
471,GUJARAT,Mahesana,2035064,1056520,978544,1502645,847499,655146,812064,588699,223365,698768,113296,1223000,189760,242969,10282,369053,1885732,136431,1954,1082,146,7087,88,2544,180985,385609,7759,33731,659743,476005,183738,260278,467128,183468,266108,139208,130723,27391,1474304,434497,1119451,554432,357578,3603,143818,25163,119579,371860,43193
472,GUJARAT,Sabar Kantha,2428589,1244231,1184358,1578734,918625,660109,1084878,681435,403443,795096,289782,1343711,366711,333867,10909,373391,2260560,148563,6375,614,168,11110,52,1147,99037,438606,5262,25425,665533,544024,121509,214062,597667,211423,333650,198963,110817,24745,1691327,665058,1393131,630963,400905,3590,112045,22379,122399,450063,22065
473,GUJARAT,Gandhinagar,1391753,723864,667889,1030494,582686,447808,534976,408075,126901,451951,83025,856777,104147,129356,8600,292873,1319586,57273,3237,1985,497,6405,82,2688,132683,262539,12107,33662,433258,237624,195634,136131,363156,133594,196456,95730,108400,16088,1049555,246993,769329,391862,224886,5676,121735,26385,106981,234873,41902
474,GUJARAT,Ahmadabad,7214225,3788051,3426174,5435760,3025463,2410297,2594952,2127547,467405,2332409,262543,4619273,142670,268954,54876,2128452,6042416,883238,50754,14542,4518,209287,2055,7415,965017,1456046,126341,273651,2198552,353169,1845383,761358,1614370,805199,1135058,549188,839295,100831,5805299,1129562,3952858,2043895,1198152,19320,680535,174812,692591,1193694,269205
475,GUJARAT,Surendranagar,1756268,909917,846351,1093626,643221,450405,723500,504038,219462,586364,137136,1032768,185235,270861,9518,257886,1620282,109681,1419,512,312,22992,128,942,77857,302068,2975,15309,500598,340788,159810,234873,482679,165406,172947,61164,58389,14501,1189959,493427,1033435,439352,280582,2899,135074,10088,99436,306924,26468
476,GUJARAT,Rajkot,3804558,1974445,1830113,2725056,1514075,1210981,1479050,1159480,319570,1324783,154267,2325508,349357,214285,23780,891628,3397406,361388,5478,1918,1170,33591,269,3338,362140,747352,21785,67370,1181006,459474,721532,383780,913928,402240,540278,204306,266295,29924,2740751,738660,2080568,1052871,659576,11543,355586,55289,428744,644828,111779
477,GUJARAT,Jamnagar,2160119,1114192,1045927,1396534,795140,601394,847440,646822,200618,721253,126187,1312679,264318,147193,11359,424570,1810443,320805,4392,1873,1086,18856,136,2528,142974,386538,11573,30384,646325,347158,299167,255785,491009,194057,199634,74029,87523,18573,1320610,502873,1220598,576319,358455,4747,157250,20471,185194,354786,56645
478,GUJARAT,Porbandar,585449,300209,285240,393678,221621,172057,231169,174118,57051,195437,35732,354280,65702,48964,2371,114132,549749,33565,500,248,91,515,38,743,41686,117040,1653,5639,183572,96015,87557,50588,150643,71637,63458,25119,22458,5260,389163,137119,314886,163777,105638,1148,40784,4395,45156,103353,16208
479,GUJARAT,Junagadh,2743082,1404356,1338726,1842818,1046981,795837,1123709,801859,321850,942709,181000,1619373,367311,333996,9645,412757,2397056,334858,2586,1110,1291,3841,77,2263,144561,498326,6628,26991,776743,489237,287506,271762,700258,294811,311849,137505,139957,30127,1886269,669022,1527888,749156,461650,4388,189600,17447,195597,457405,57119
480,GUJARAT,Amreli,1514190,771049,743141,995459,558180,437279,657139,453642,203497,529153,127986,857051,232126,209935,6083,208995,1410463,99105,919,415,243,2053,40,952,80378,273331,2538,12765,430613,313714,116899,230474,412251,120625,149478,66785,50999,8582,1039194,380595,836343,389892,282409,5546,96477,10236,113906,265928,21529
481,GUJARAT,Bhavnagar,2880365,1490201,1390164,1887255,1087371,799884,1150632,838781,311851,992140,158492,1729733,231796,334025,17996,566815,2632574,212863,3457,1410,445,26974,127,2515,171327,500757,7297,28925,744077,387251,356826,422461,929286,266953,281250,96241,93391,13946,2103528,508664,1708938,720241,445121,6065,238912,17517,200864,467094,61608
482,GUJARAT,Anand,2092745,1087224,1005521,1551253,874481,676772,844794,627561,217233,690031,154763,1247951,152412,346329,16460,329593,1798794,250919,29789,1524,267,8591,142,2719,147122,378310,9902,32523,621987,413078,208909,257524,560542,229013,283571,127459,110351,20487,1588947,360506,1134962,585093,366419,6271,172466,19352,104613,379759,31488
483,GUJARAT,Kheda,2299885,1185727,1114158,1660243,942480,717763,933983,674586,259397,722134,211849,1365902,239241,359842,12455,322445,2000884,264482,26629,1403,300,3479,82,2626,99982,372226,5710,24502,622026,461479,160547,295057,641541,250044,310341,148530,84223,19498,1749234,482078,1260660,628221,388646,22358,146364,12788,84414,429236,22358
484,GUJARAT,Panch Mahals,2390776,1226961,1163815,1440805,858054,582751,1097507,673565,423942,685141,412366,1293269,456768,376038,10771,253930,2220974,158513,2863,662,337,5236,131,2060,59096,398937,3456,19753,567601,463363,104238,255905,601358,205420,283648,139773,71810,17958,1575872,781582,1421859,599925,363391,5601,120545,9656,72703,425072,15044
485,GUJARAT,Dohad,2127086,1068651,1058435,1007171,599035,408136,999124,540881,458243,553395,445729,1127962,388612,438597,8815,163100,2045243,66353,9907,493,260,3331,114,1385,28030,241117,1733,13497,376504,323697,52807,214098,392739,114168,156556,95794,41458,9656,1024469,1047088,1402616,467115,252153,5202,61360,5222,40551,319284,8697
